Flight ID,Aircraft Type,Call Sign,Origin Airport Code,Destination Airport Code,Latitude,Longitude,Altitude,Speed,Heading,Time Stamp,CO2 Emissions,Fuel Consumption,Noise Levels,Weather Conditions,Flight Duration,Delay,Airline Name,Passenger Count,Cargo Weight,Country or Region,Flight Path,Airport Name,Aircraft Age,Fuel Efficiency,Sector Type,Airspace
FL000914,Airbus A320,CS1591,PHX,ORD,7.395564,78.517264,28957,280,237,2022-11-20T01:53:52.330973,3.6,4097.96,84.34,Stormy,7.77,105,American Airlines,155,1422.74,Mexico,WP389-WP595-WP715,Airport 23,24,1.89,International,North America
FL000915,Boeing 737,CS6650,DFW,MIA,56.388644,-138.803589,11365,576,296,2022-03-29T22:03:25.998713,4.38,758.45,63.55,Rainy,6.22,47,Delta Air Lines,282,1525.93,USA,WP760-WP667-WP560,Airport 20,21,1.97,Domestic,North America
FL000916,Embraer 190,CS4603,SFO,JFK,-87.431301,143.073112,25691,208,31,2023-07-21T09:19:15.540252,4.62,562.21,55.37,Cloudy,11.42,85,United Airlines,128,1096.26,Germany,WP412-WP979-WP592,Airport 56,17,1.8,International,South America
FL000917,Embraer 190,CS5986,DEN,ATL,49.02047,-170.852744,7148,228,21,2023-06-16T03:23:36.969132,2.29,3658.22,93.4,Stormy,2.12,112,Delta Air Lines,152,1724.6,Canada,WP890-WP499-WP414,Airport 72,20,0.94,International,Africa
FL000918,Boeing 777,CS4018,ORD,LAX,18.848151,-104.7597,15608,572,225,2023-05-16T17:22:28.100202,4.75,4085.53,73.68,Snowy,3.47,70,United Airlines,99,1439.82,Canada,WP232-WP674-WP215,Airport 75,8,0.29,International,Africa
FL000919,Airbus A320,CS5077,PHX,JFK,-36.117894,61.188497,17884,483,179,2022-03-21T16:16:56.071554,3.81,3243.92,71.39,Clear,3.22,73,American Airlines,168,1600.59,Germany,WP112-WP283-WP545,Airport 4,28,1.16,Domestic,Europe
FL000920,Boeing 737,CS7248,DEN,LAX,-63.442749,-109.195221,4993,520,173,2023-02-17T21:27:03.367614,1.37,2595.22,97.52,Snowy,10.11,68,Alaska Airlines,286,284.2,USA,WP675-WP513-WP950,Airport 91,22,1.88,Domestic,South America
FL000921,Boeing 737,CS6213,SFO,ATL,65.815191,-69.321638,21029,291,199,2023-10-30T17:53:44.325268,2.94,1751.43,94.34,Cloudy,3.87,55,American Airlines,125,1295.18,USA,WP868-WP878-WP990,Airport 74,3,0.49,International,South America
FL000922,Boeing 737,CS8241,PHX,SEA,-72.50673,-129.895608,27120,559,227,2022-12-17T19:36:29.439229,1.16,547.51,98.86,Cloudy,4.24,101,Alaska Airlines,246,1776.76,USA,WP672-WP255-WP763,Airport 35,18,1.28,Domestic,South America
FL000923,Boeing 737,CS8187,ATL,SEA,23.35048,-120.582663,32789,585,170,2023-01-04T09:47:09.920214,1.75,955.83,91.46,Rainy,11.24,79,Delta Air Lines,82,1162.49,UK,WP451-WP519-WP588,Airport 85,8,1.44,Domestic,Europe
FL000924,Embraer 190,CS4917,LAX,ATL,-25.831701,89.356695,21616,352,346,2022-08-18T08:21:09.386143,1.96,2284.47,57.31,Cloudy,8.69,120,Delta Air Lines,135,544.77,Mexico,WP464-WP130-WP998,Airport 7,11,1.49,Domestic,South America
FL000925,Embraer 190,CS4753,SEA,ORD,55.500109,117.507456,38111,512,41,2023-07-10T11:57:20.135424,2.66,4152.56,61.28,Cloudy,3.88,119,Delta Air Lines,128,1552.26,Mexico,WP746-WP707-WP465,Airport 96,9,1.9,Domestic,South America
FL000926,Boeing 777,CS3379,DEN,PHX,82.42594,162.589992,31356,267,242,2023-08-04T07:43:26.651375,1.19,2393.89,62.22,Rainy,5.34,26,Alaska Airlines,95,83.17,Mexico,WP560-WP409-WP753,Airport 34,14,1.97,International,Asia
FL000927,Airbus A320,CS8348,PHX,DEN,61.490034,138.35867,5713,406,283,2022-01-17T19:26:36.082657,1.1,4172.73,71.55,Rainy,5.48,23,American Airlines,177,1533.92,Germany,WP394-WP574-WP989,Airport 38,12,0.57,Domestic,Asia
FL000928,Boeing 777,CS6405,ATL,PHX,71.86782,59.185661,17944,246,110,2023-04-11T06:16:53.521195,2.96,4418.45,59.03,Stormy,7.38,84,United Airlines,243,359.63,Canada,WP950-WP509-WP395,Airport 84,8,0.43,Domestic,South America
FL000929,Boeing 737,CS2513,LAX,LAX,-40.337042,-143.988096,27923,526,287,2022-08-04T21:41:51.027498,1.14,656.79,70.88,Rainy,8.98,106,Delta Air Lines,171,571.48,Germany,WP894-WP971-WP661,Airport 67,30,0.15,International,Africa
FL000930,Boeing 777,CS7448,SFO,JFK,-62.890336,-154.112146,23571,364,202,2023-11-04T00:54:25.120303,1.28,2074.2,96.93,Rainy,6.23,86,Southwest Airlines,141,630.22,Canada,WP514-WP696-WP226,Airport 50,1,0.84,International,Europe
FL000931,Boeing 737,CS9493,SFO,ORD,32.745225,173.011536,18818,482,111,2023-10-15T02:35:55.018471,3.71,4418.71,64.65,Snowy,6.04,8,Alaska Airlines,268,1783.49,Canada,WP340-WP745-WP801,Airport 31,14,0.71,Domestic,South America
FL000932,Embraer 190,CS6518,DFW,SFO,-3.862613,2.706711,12974,559,314,2022-09-11T11:54:05.358948,3.33,1582.39,96.57,Stormy,5.84,51,Delta Air Lines,176,1206.79,UK,WP252-WP642-WP559,Airport 60,7,1.26,Domestic,North America
FL000933,Boeing 777,CS7288,DFW,DEN,45.812844,78.952582,29724,407,221,2023-08-18T17:04:34.110020,1.19,1922.85,80.2,Stormy,6.92,100,American Airlines,297,1044.15,USA,WP180-WP805-WP983,Airport 42,7,0.36,International,Africa
FL000934,Embraer 190,CS8054,ATL,LAX,24.294875,84.350534,5783,406,77,2022-03-07T01:49:46.988631,4.98,4711,83.09,Clear,1.61,81,Southwest Airlines,275,728.39,Canada,WP644-WP616-WP407,Airport 76,8,1.4,International,North America
FL000935,Boeing 777,CS7743,MIA,LAX,9.191828,-79.016757,28663,397,11,2022-03-23T05:31:39.504756,0.93,3685.48,50.87,Stormy,1.68,8,Southwest Airlines,99,1588.72,Germany,WP974-WP216-WP271,Airport 65,21,0.89,Domestic,Africa
FL000936,Boeing 777,CS6423,LAX,PHX,-27.573699,78.61701,9842,284,316,2022-09-26T00:06:14.184125,2.2,567.71,98.8,Stormy,3.51,22,United Airlines,180,36.64,Germany,WP984-WP968-WP304,Airport 14,19,0.42,International,South America
FL000937,Boeing 737,CS5658,ORD,SFO,-77.719979,92.661628,37260,547,12,2023-05-05T23:20:26.733417,3.7,4890.69,52.35,Stormy,2.67,66,Southwest Airlines,81,1500.1,Mexico,WP461-WP625-WP793,Airport 67,20,0.11,Domestic,Asia
FL000938,Embraer 190,CS6007,SFO,SEA,-48.498059,-98.400843,11639,450,275,2023-12-10T01:24:05.427997,3.74,2207.75,68.9,Clear,10.6,83,Southwest Airlines,162,1097.04,Canada,WP434-WP186-WP658,Airport 15,6,1.2,Domestic,Europe
FL000939,Boeing 737,CS1620,MIA,ATL,1.149169,22.790531,28200,245,183,2022-08-14T19:17:26.500138,4.17,819.81,68.63,Snowy,11.53,54,American Airlines,104,1668.31,Mexico,WP722-WP434-WP163,Airport 45,1,1.53,International,Asia
FL000940,Boeing 777,CS7068,JFK,ORD,62.984901,-138.175186,26974,418,219,2023-08-22T18:21:41.720632,2.09,4784.33,65.09,Rainy,6.77,108,American Airlines,103,1838.66,UK,WP884-WP871-WP461,Airport 77,23,0.51,Domestic,Europe
FL000941,Boeing 777,CS4608,DEN,ORD,-15.980657,131.16261,36486,315,130,2023-06-27T14:38:47.313904,4.12,1607.38,83.87,Cloudy,6.98,117,Southwest Airlines,263,57.72,Canada,WP644-WP226-WP527,Airport 80,27,0.27,Domestic,Europe
FL000942,Airbus A320,CS8670,LAX,ORD,75.010484,-7.801695,12791,534,264,2022-07-02T01:41:09.146012,1.22,2661.3,87.31,Rainy,4.1,92,Delta Air Lines,252,1072.27,Canada,WP328-WP505-WP734,Airport 86,7,1.84,International,North America
FL000943,Boeing 737,CS5082,ATL,LAX,38.071184,120.647573,30274,260,37,2022-06-20T19:18:52.883387,4.75,3891.5,54.06,Rainy,5.74,18,Delta Air Lines,249,1928.1,USA,WP986-WP379-WP274,Airport 92,1,1.5,Domestic,South America
FL000944,Boeing 777,CS3701,ATL,SFO,0.141528,147.141718,32373,422,184,2023-02-08T08:40:53.426590,4.17,2890.19,62.64,Cloudy,2.2,57,Alaska Airlines,154,1173.68,UK,WP239-WP296-WP931,Airport 13,1,0.83,International,Europe
FL000945,Airbus A320,CS8765,DEN,PHX,29.641129,-171.18616,28098,577,315,2023-04-09T00:43:54.887335,1.49,4547.64,95.86,Stormy,3.02,82,Southwest Airlines,180,692.2,Germany,WP158-WP816-WP787,Airport 62,28,1.96,International,Asia
FL000946,Boeing 777,CS1447,MIA,SFO,52.352138,155.104221,1290,468,305,2023-10-12T23:34:24.318916,1.96,4007.9,92.46,Stormy,11.38,113,Delta Air Lines,196,1262.78,USA,WP339-WP227-WP615,Airport 78,16,0.59,International,South America
FL000947,Embraer 190,CS1293,PHX,DEN,24.041593,56.97927,17500,479,308,2022-03-24T12:44:28.322949,2.17,4826.8,68.93,Clear,8.18,72,Delta Air Lines,139,1149.29,Mexico,WP815-WP524-WP791,Airport 11,5,0.41,Domestic,Africa
FL000948,Boeing 777,CS3538,DFW,PHX,-19.533075,54.660503,39967,227,38,2023-04-17T13:21:37.426482,2.6,4764.05,56.13,Snowy,11.86,119,Delta Air Lines,257,1830.22,Germany,WP207-WP153-WP298,Airport 26,21,1.22,International,Africa
FL000949,Boeing 777,CS9712,ORD,PHX,46.460303,32.879028,36182,570,46,2023-11-06T22:43:14.935347,3.65,1156.26,60,Cloudy,3.05,39,Delta Air Lines,186,1685.05,Canada,WP667-WP484-WP436,Airport 11,15,0.72,International,Europe
FL000950,Airbus A320,CS7481,DEN,DFW,-37.385646,122.522748,7364,258,199,2022-03-16T03:33:06.574185,1.64,4161.23,51.91,Clear,7.84,9,Delta Air Lines,219,1368.17,UK,WP744-WP394-WP902,Airport 16,23,1.23,International,North America
FL000951,Boeing 737,CS3117,MIA,DFW,67.405165,119.712732,33058,264,195,2022-11-06T05:51:37.245406,4.28,749.17,86.42,Rainy,1.62,42,American Airlines,200,566.47,UK,WP916-WP240-WP295,Airport 1,26,1.68,International,Asia
FL000952,Embraer 190,CS8464,ORD,SFO,-12.196591,44.194045,6670,224,251,2022-10-19T19:12:43.957036,2.67,4931.78,90.56,Rainy,5.89,87,Delta Air Lines,67,1396.99,Germany,WP758-WP486-WP364,Airport 56,20,0.97,International,South America
FL000953,Embraer 190,CS7611,SFO,PHX,49.573682,123.889902,25878,469,14,2023-09-14T05:54:34.734479,2.35,1053.69,96.5,Snowy,9.48,94,Southwest Airlines,59,536.18,Canada,WP585-WP743-WP512,Airport 92,8,0.39,International,Asia
FL000954,Embraer 190,CS7317,DFW,MIA,68.00923,-121.507644,34724,271,110,2023-10-27T15:30:16.679282,3.01,3619.4,97.56,Cloudy,7.32,119,American Airlines,129,123.16,Mexico,WP133-WP929-WP529,Airport 38,12,1.18,International,South America
FL000955,Boeing 777,CS7541,ATL,MIA,-69.174309,147.43406,10714,223,4,2022-09-12T21:38:48.951179,4.85,1260.1,85.77,Snowy,4.32,86,Alaska Airlines,131,959.72,Mexico,WP854-WP684-WP957,Airport 49,22,0.69,International,Africa
FL000956,Embraer 190,CS9957,JFK,PHX,-37.635469,38.789912,22189,305,286,2022-08-01T20:35:59.639746,1.37,2518.46,82.97,Stormy,4.5,23,Southwest Airlines,117,1994.75,Germany,WP835-WP348-WP439,Airport 22,18,1.08,International,North America
FL000957,Embraer 190,CS4780,DFW,PHX,-3.409227,93.758778,19059,334,284,2022-11-29T06:23:31.359173,2.1,515.71,96.91,Cloudy,4.25,72,Southwest Airlines,117,1379.44,UK,WP237-WP472-WP888,Airport 80,1,0.19,Domestic,North America
FL000958,Airbus A320,CS3587,SEA,DEN,-42.49286,-57.349977,31996,223,327,2023-10-24T17:22:39.942682,2.13,4913.07,73.19,Stormy,4.27,105,Southwest Airlines,66,416.23,Canada,WP236-WP464-WP610,Airport 64,2,0.66,Domestic,North America
FL000959,Boeing 737,CS9891,PHX,DFW,-44.127443,-123.848999,18650,304,44,2023-10-20T09:34:37.762829,2.68,2659.34,73.57,Stormy,3.32,22,Alaska Airlines,201,1313.76,USA,WP689-WP857-WP853,Airport 74,12,0.8,Domestic,Asia
FL000960,Boeing 737,CS5032,PHX,SFO,17.070028,-55.07976,22844,552,153,2022-07-29T07:33:57.090666,0.94,3856.47,70.2,Clear,1.98,2,United Airlines,233,506.53,Germany,WP677-WP980-WP579,Airport 90,13,0.61,Domestic,South America
FL000961,Embraer 190,CS8117,PHX,SFO,57.43631,-72.557782,39149,508,125,2022-08-09T04:21:41.700457,0.76,1134.07,53.29,Stormy,5.23,2,Delta Air Lines,255,1412.19,Germany,WP841-WP251-WP711,Airport 79,9,1.65,International,North America
FL000962,Boeing 737,CS8691,SFO,DFW,-38.350541,121.297831,3452,402,242,2022-07-02T09:50:55.858180,3.84,4326.64,51.7,Snowy,8.28,107,Delta Air Lines,176,452.53,Mexico,WP966-WP509-WP725,Airport 93,9,0.79,International,Europe
FL000963,Airbus A320,CS9468,ATL,DFW,70.980177,-176.609197,6080,520,233,2023-06-13T09:29:59.985760,2.67,764.05,82.2,Snowy,1.3,9,American Airlines,153,1554.9,Germany,WP745-WP170-WP203,Airport 45,29,0.19,Domestic,Europe
FL000964,Embraer 190,CS1443,MIA,DEN,62.968804,85.387595,31533,459,203,2023-01-31T07:11:46.229098,0.55,4642.89,75.41,Stormy,1.75,12,United Airlines,69,967.98,Canada,WP781-WP344-WP253,Airport 58,16,1.24,International,Europe
FL000965,Embraer 190,CS3077,SFO,DEN,36.110364,-174.975155,14121,258,334,2023-08-28T03:24:28.246303,3.45,1730.82,75.18,Clear,9.51,30,American Airlines,223,419.53,UK,WP720-WP362-WP598,Airport 19,7,1.87,Domestic,South America
FL000966,Boeing 777,CS6142,JFK,ORD,-89.815872,119.113296,27555,255,130,2023-01-09T18:54:29.738564,1.63,3129.51,61.7,Clear,11.04,8,American Airlines,263,844.98,Mexico,WP606-WP213-WP355,Airport 43,23,0.15,International,Europe
FL000967,Airbus A320,CS8888,DFW,DEN,-40.335261,-68.090665,10138,270,26,2023-03-07T03:16:56.282232,3.9,2946.74,92.26,Cloudy,2.87,77,United Airlines,61,355.85,UK,WP875-WP261-WP543,Airport 11,12,1.11,International,Africa
FL000968,Airbus A320,CS3614,DFW,SFO,15.348301,107.736947,34089,486,187,2023-11-08T14:22:47.245637,3.14,1809.28,94.85,Snowy,4.15,99,Delta Air Lines,296,749.29,USA,WP185-WP877-WP530,Airport 91,19,1.67,International,Africa
FL000969,Embraer 190,CS8893,SFO,SEA,-86.242233,-98.728579,39842,446,152,2023-09-05T10:33:13.603819,2.17,4698.58,78.51,Snowy,4.42,117,American Airlines,205,1854.78,Canada,WP763-WP938-WP788,Airport 88,25,1.3,Domestic,North America
FL000970,Boeing 737,CS9933,SEA,SEA,89.445403,144.728424,31449,564,173,2022-03-08T21:18:33.495111,4.17,3188.34,62.25,Rainy,7.54,30,American Airlines,287,381.95,UK,WP759-WP887-WP626,Airport 17,27,1.84,International,South America
FL000971,Boeing 777,CS2517,PHX,DEN,66.500707,-36.919394,5853,542,123,2022-12-30T06:18:18.200717,1.15,623.41,84.86,Cloudy,6.32,100,Delta Air Lines,285,1978.53,USA,WP196-WP589-WP810,Airport 9,13,1.84,Domestic,Asia
FL000972,Boeing 777,CS7744,LAX,MIA,43.768634,-107.858412,4385,508,263,2023-09-02T01:07:12.346846,4.61,4439.4,58.07,Clear,1.37,38,Alaska Airlines,66,1943.2,USA,WP161-WP933-WP455,Airport 43,28,1.01,Domestic,Africa
FL000973,Boeing 777,CS5765,SFO,JFK,85.82943,-52.679439,20121,461,214,2022-02-03T03:25:26.750487,4.29,3624.7,77.98,Cloudy,3.97,95,American Airlines,168,628.4,Canada,WP825-WP430-WP255,Airport 23,2,0.47,International,Europe
FL000974,Boeing 737,CS9578,DEN,PHX,-73.610894,128.618347,4481,433,82,2023-05-14T02:02:42.425278,3.37,2767.71,75.74,Snowy,2.59,106,American Airlines,148,1936.62,Mexico,WP231-WP249-WP753,Airport 84,2,0.74,Domestic,North America
FL000975,Embraer 190,CS8881,DFW,ATL,-21.20192,-45.383784,19492,239,127,2022-06-26T11:34:15.536367,4.15,3203.18,60.83,Snowy,8.28,34,Southwest Airlines,64,1759.28,USA,WP698-WP973-WP338,Airport 3,21,0.8,Domestic,North America
FL000976,Boeing 737,CS8538,ATL,ORD,-57.198004,-139.509096,12307,541,19,2022-07-01T10:16:15.654504,3.1,1192.91,79.77,Clear,9.21,65,American Airlines,99,80.19,Mexico,WP491-WP143-WP915,Airport 63,13,0.45,Domestic,Africa
FL000977,Airbus A320,CS9785,SEA,JFK,81.098428,164.031541,33410,368,252,2022-09-06T13:27:57.756638,0.91,1248.95,91.08,Snowy,6.14,53,Delta Air Lines,68,162.59,Mexico,WP442-WP545-WP312,Airport 46,19,0.45,Domestic,Africa
FL000978,Boeing 737,CS4404,LAX,PHX,25.260995,-149.67425,11215,433,97,2023-05-23T02:43:48.926140,3.47,3911.2,58.95,Snowy,9.39,32,Southwest Airlines,208,353.95,UK,WP871-WP137-WP514,Airport 6,18,1.67,International,North America
FL000979,Boeing 777,CS8346,MIA,ORD,-26.494645,137.656206,7906,578,25,2022-04-07T23:33:25.664607,0.84,4254.9,74.25,Snowy,6.48,20,Southwest Airlines,52,1985.51,Germany,WP747-WP234-WP338,Airport 50,1,1.82,International,Africa
FL000980,Boeing 777,CS7815,LAX,DEN,-22.064364,-81.849689,31010,491,100,2022-04-24T08:51:09.918072,4.52,1748.12,86.91,Stormy,4.73,10,United Airlines,123,90.78,UK,WP623-WP628-WP641,Airport 72,9,0.68,Domestic,Europe
FL000981,Embraer 190,CS6824,DFW,ATL,-15.869312,14.44278,24982,355,69,2023-07-19T05:36:37.705075,3.07,4112.11,83.64,Cloudy,11.23,81,Alaska Airlines,240,1718.12,UK,WP178-WP777-WP228,Airport 58,30,0.19,International,Africa
FL000982,Boeing 737,CS9051,ATL,ORD,-77.227025,-13.389268,33069,497,22,2022-12-23T16:58:27.173660,0.55,1787.5,53.52,Clear,8.66,54,Alaska Airlines,226,592.62,Germany,WP672-WP212-WP614,Airport 3,9,1.68,Domestic,Africa
FL000983,Boeing 737,CS9641,SFO,ATL,64.305649,96.749234,30885,396,312,2023-12-24T10:40:00.692814,4.05,581.19,88.52,Rainy,7.47,82,Alaska Airlines,128,796.47,UK,WP314-WP187-WP110,Airport 27,1,0.83,Domestic,North America
FL000984,Airbus A320,CS1659,DEN,SEA,27.725687,136.14946,24292,294,355,2022-02-21T19:39:51.796272,2.16,1068.47,81.81,Stormy,5.95,14,United Airlines,192,1117.69,Canada,WP111-WP187-WP713,Airport 92,10,0.94,International,Asia
FL000985,Embraer 190,CS8186,JFK,ORD,-48.406715,-84.262377,1229,399,92,2022-04-25T02:16:55.499481,3.43,694.38,70.37,Clear,5.9,92,United Airlines,227,461.82,UK,WP835-WP789-WP604,Airport 94,2,1.77,Domestic,Europe
FL000986,Airbus A320,CS5304,ATL,PHX,87.322783,102.162103,26504,255,115,2023-06-19T14:20:56.144860,2.96,582.37,96.68,Clear,11.37,25,Delta Air Lines,67,381.36,Mexico,WP135-WP696-WP201,Airport 14,28,0.95,International,North America
FL000987,Embraer 190,CS4603,SFO,JFK,25.836946,-16.221469,16948,546,5,2023-05-04T08:54:38.445994,2.18,3913.55,69.33,Stormy,3.92,81,Alaska Airlines,138,921.29,Canada,WP913-WP103-WP185,Airport 29,11,1.01,Domestic,Africa
FL000988,Airbus A320,CS4149,DFW,PHX,27.77723,-174.02325,19196,311,11,2022-06-16T23:16:27.003672,3.33,1406.38,58.98,Clear,6.99,104,American Airlines,100,345.07,Canada,WP377-WP961-WP461,Airport 46,3,1.2,Domestic,South America
FL000989,Boeing 777,CS3786,LAX,DFW,14.251156,38.904725,3091,467,217,2023-08-25T04:41:45.010429,1.04,2567.11,78.02,Cloudy,1.87,111,Southwest Airlines,58,132.45,USA,WP274-WP689-WP508,Airport 8,6,0.95,Domestic,Europe
FL000990,Boeing 737,CS7291,ORD,ORD,19.014581,141.485703,7466,376,158,2022-09-24T13:06:19.072563,0.99,1459.4,50.39,Snowy,8.88,55,Alaska Airlines,216,1723.51,UK,WP470-WP124-WP272,Airport 50,17,1.57,International,South America
FL000991,Boeing 737,CS9068,LAX,DFW,67.655871,87.578492,29200,437,4,2023-09-23T00:01:30.545295,2.15,4322.82,59.28,Rainy,8.48,64,Southwest Airlines,168,1138.24,Canada,WP340-WP379-WP170,Airport 22,16,1.63,International,Africa
FL000992,Boeing 777,CS4711,SFO,MIA,-46.902643,-128.006959,20770,382,130,2023-07-05T12:34:24.924197,2.58,3897.26,62.72,Stormy,4.25,108,Delta Air Lines,264,614.15,UK,WP285-WP478-WP262,Airport 25,5,0.54,Domestic,Europe
FL000993,Airbus A320,CS7657,PHX,ORD,11.998246,-84.387124,14792,338,252,2022-03-21T02:56:03.653061,2.01,3068.28,96.57,Clear,11.28,119,American Airlines,159,103.22,Mexico,WP765-WP200-WP466,Airport 82,11,1.29,International,North America
FL000994,Embraer 190,CS3651,SEA,ATL,-17.740674,-175.197994,12090,232,104,2022-12-07T15:57:22.811761,4.22,4177.23,92.17,Rainy,7.83,38,Alaska Airlines,76,1317.92,Germany,WP315-WP322-WP219,Airport 40,2,1.58,International,North America
FL000995,Embraer 190,CS6122,JFK,DFW,-85.297966,-95.372219,19062,367,332,2023-04-15T00:06:52.287270,4.14,1619.71,87.8,Clear,4.78,25,Delta Air Lines,249,204.65,Canada,WP914-WP900-WP219,Airport 58,2,1.65,International,Asia
FL000996,Boeing 737,CS3483,JFK,DEN,-63.377047,-52.603363,23625,265,33,2023-11-22T07:11:32.208423,4.51,2366.05,88.36,Cloudy,9.54,37,Southwest Airlines,252,1037.28,Mexico,WP946-WP685-WP375,Airport 54,15,1.96,International,Europe
FL000997,Boeing 777,CS5483,LAX,LAX,2.753446,82.60027,33950,355,215,2022-02-23T17:27:19.510052,2.16,531.78,76.39,Clear,7.88,58,American Airlines,88,1309.59,Canada,WP185-WP520-WP693,Airport 22,18,1.96,International,Africa
FL000998,Airbus A320,CS7594,ORD,PHX,-16.594754,-113.448264,1712,565,285,2022-11-18T23:57:50.213534,3.42,4551.39,95.43,Clear,4.99,92,Alaska Airlines,97,496.77,USA,WP376-WP884-WP267,Airport 37,15,0.43,International,Africa
FL000999,Airbus A320,CS6286,ORD,DFW,-65.133271,165.714644,24115,570,128,2023-03-08T00:34:00.010509,1.09,2931.81,77.85,Stormy,6.65,25,Alaska Airlines,169,1773.92,UK,WP838-WP863-WP544,Airport 26,28,1.84,Domestic,Asia
FL001000,Boeing 777,CS3942,SFO,LAX,50.522134,0.589417,5638,275,167,2023-08-10T12:27:40.921550,1.41,1269.45,91.63,Rainy,8.11,40,American Airlines,281,1066.15,UK,WP533-WP718-WP466,Airport 65,1,1.98,International,Europe
FL001001,Boeing 737,CS1171,LAX,SEA,79.758406,151.665908,9810,506,262,2023-03-15T02:21:39.809031,3.38,2606.58,74.34,Stormy,6.96,58,American Airlines,154,1981.6,USA,WP753-WP837-WP115,Airport 65,6,1.13,Domestic,Europe
FL001002,Boeing 737,CS8778,PHX,DFW,65.339776,90.598192,4636,279,65,2023-07-05T03:47:03.459778,4.68,4777.78,57.59,Stormy,4.38,114,Alaska Airlines,130,1398.47,Canada,WP576-WP597-WP298,Airport 70,5,1.52,International,Asia
FL001003,Embraer 190,CS9448,DFW,DFW,-80.285938,-152.450051,8746,291,338,2022-07-06T03:44:59.711046,1.95,2636.83,95.61,Snowy,1.82,80,American Airlines,151,1829.99,Canada,WP161-WP994-WP178,Airport 36,15,1.1,International,Europe
FL001004,Boeing 777,CS7260,DFW,DFW,68.505015,1.729221,12869,377,285,2023-05-04T06:57:45.737526,1.94,2087.32,99.6,Stormy,4.7,14,Southwest Airlines,129,1352.26,Germany,WP201-WP572-WP973,Airport 92,20,1.36,Domestic,Asia
FL001005,Boeing 777,CS9857,JFK,ATL,-42.196964,46.430084,1409,426,207,2022-03-20T14:34:36.335738,3.72,1985.38,94.47,Rainy,1.44,69,United Airlines,250,290.86,Germany,WP182-WP542-WP726,Airport 41,20,0.31,Domestic,South America
FL001006,Airbus A320,CS4928,DFW,ORD,27.746401,-25.523698,36006,227,3,2023-07-22T05:51:06.307842,1.29,1568.2,76.17,Rainy,9.55,83,United Airlines,151,1192.04,Germany,WP227-WP489-WP858,Airport 5,12,0.16,International,South America
FL001007,Boeing 777,CS6749,DEN,MIA,-44.46496,86.682895,19668,219,300,2023-11-30T04:06:45.150091,1.95,2554.25,96.66,Clear,11.85,0,American Airlines,276,138.87,UK,WP505-WP317-WP623,Airport 32,17,0.78,International,Europe
FL001008,Embraer 190,CS9603,LAX,JFK,0.381248,-175.033957,28210,227,210,2023-09-13T08:08:52.888857,3.46,1535.69,54.87,Snowy,6.27,119,Alaska Airlines,135,1234.03,Germany,WP279-WP241-WP345,Airport 21,8,1.95,Domestic,South America
FL001009,Embraer 190,CS4113,DEN,ATL,-69.048347,154.043715,19830,354,32,2023-08-19T05:00:34.191725,4.37,4957.53,68.98,Snowy,1.13,4,Southwest Airlines,196,468.39,USA,WP673-WP909-WP431,Airport 70,25,0.71,Domestic,North America
FL001010,Boeing 737,CS5988,DEN,SFO,26.589451,-81.218985,7004,567,194,2023-08-31T02:15:45.870140,0.61,3772.69,95.31,Snowy,6.87,61,Alaska Airlines,111,1401.51,Canada,WP235-WP426-WP638,Airport 77,6,1.85,International,Africa
FL001011,Boeing 777,CS1762,DEN,LAX,-78.577759,-159.029487,18465,267,358,2023-08-25T20:23:45.646683,3.4,1989.88,82.6,Cloudy,8.57,31,United Airlines,121,586.44,USA,WP953-WP532-WP148,Airport 42,2,0.87,International,Europe
FL001012,Boeing 737,CS9960,PHX,PHX,86.79627,112.4252,13162,232,205,2022-06-01T21:16:47.292395,3.8,3150.05,50.65,Snowy,4.9,55,United Airlines,292,1066.03,Mexico,WP443-WP929-WP538,Airport 36,27,0.42,Domestic,South America
FL001013,Boeing 737,CS4660,SEA,LAX,-38.115925,133.897393,33126,492,344,2022-05-03T17:08:02.494667,2.15,4227.9,75.18,Cloudy,6.6,45,United Airlines,113,724.87,Germany,WP565-WP900-WP582,Airport 51,14,0.75,International,Asia
FL001014,Airbus A320,CS3861,LAX,LAX,0.268404,-71.323127,6739,592,57,2022-12-07T01:05:56.072071,0.83,1414.33,95.68,Clear,7.33,12,American Airlines,208,1968.65,USA,WP300-WP316-WP791,Airport 61,19,0.95,Domestic,South America
FL001015,Airbus A320,CS4633,ATL,MIA,-18.882661,136.597052,31705,317,68,2023-04-14T19:22:08.319386,3.92,2403.57,83.41,Snowy,10.19,40,American Airlines,106,1259.07,USA,WP683-WP548-WP986,Airport 62,9,1.4,International,Africa
FL001016,Airbus A320,CS6199,SEA,PHX,-73.104424,152.94886,18772,403,307,2022-10-10T03:05:52.601808,4.69,4687.88,62.41,Stormy,4.53,100,Southwest Airlines,55,1546.25,Germany,WP858-WP632-WP523,Airport 26,6,0.94,International,Africa
FL001017,Embraer 190,CS8097,LAX,JFK,-36.270415,-149.199255,29052,594,68,2023-02-28T05:09:49.330402,4.42,3891.14,93.1,Stormy,10.09,113,Alaska Airlines,167,198.35,USA,WP930-WP480-WP585,Airport 42,15,1.05,International,Asia
